"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"ALO Drinks by SPI West Port, Inc.",461,"http://www.alodrink.com","South San Francisco,  CA, United States",,"dairy-free products, functional beverages, juices, soft drinks","ALO Exposed ALO Awaken ALO Escape ALO Elated ALO Enliven ALO Allure ALO Enrich ALO Appeal Coco Exposed with five flavors"
"ALOHA",111,"http://www.aloha.com","New York City,  NY, United States","Aloha is a purpose driven brand with a mission to democratize healthy living. We provide access to the purest, most powerful nutrients on the planet. If we are what we eat, we better make sure what we eat is worth being. We love plants and we bet if you give them a shot, you will too. Our organic products are full of essential nutrients and free of anything it does not.","dairy-free products, functional food, herbal teas, organic processed/packaged foods, packaged convenience foods, snack bars, tea, vegan foods, gluten/wheat/yeast-free products","ALOHA Protein Powders, Protein Bars, Snack Bars, Award winning Teas and Chocolate"
"Alpha Foods","N500","http://www.alphaplantbased.com","Glendale,  CA, United States",,,
"Alpina Foods, Inc","N204","http://www.alpinaus.com/index.php","Doral,  FL, United States","Alpina Foods is a US based cultured dairy manufacturer. We use simple and natural ingredients to make healthy products for people who appreciate clean label foods.","functional beverages, functional food, kosher/parve products, organic dairy products, packaged convenience foods, snacks, refrigerated/frozen dairy, private labeling/contract manufacturing, digestive health","Alpina cultured dairy products"
"Alpine Start Foods","N908","http://www.alpinestartfoods.com","Boulder,  CO, United States","At Alpine Start we make Quality Instant Coffee. We took our time to find the choicest beans and discovered a way to brew them that locked in their natural bold flavor. We deliver you the richest experience no matter where you are because life is full of challenges, now finding a good cup of coffee isn't one of them.","bulk coffees, coffee, food service ready, full line grocery, full line organic grocery, functional beverages, functional food, herbal teas, juices, low carbohydrate foods",
"Alpine Valley Bread Company",1861,"www.AlpineValleyBread.com","Mesa,  AZ, United States",,,
"Alpinola Lozenges",4096,,"New York,  NY, United States",,"confections/desserts, sweeteners, immune support, cough drops, herbal supplement formulas, vitamin supplements","Alpinola Lozenges are Swiss herbal lozenges, made with 20 medicinal herbs, Pine oil and Vitamin C."
"Alquimia USA Organics","N722","www.alquimia-sa.com","Oakland,  CA, United States",,,
"Alter Eco",1962,"http://www.alterecofoods.com","San Francisco,  CA, United States","Alter Eco is a pioneer of globally crafted organic foods, including delicious Swiss-made dark chocolate bars and truffles, Bolivian Royal heirloom quinoa, and heirloom Thai rice. All Alter Eco products are USDA Certified Organic, Fair Trade Certified, Carbon Neutral Certified, Non-GMO Project Verified and Certified Gluten-Free. Recognized as a top-ranking certified B Corporation and one of the first registered Public Benefit Corporations, Alter Eco is dedicated to full-circle sustainability throughout its operations and supply chain through four pillars: sourcing using Fair Trade principles, producing of only organic and non-GMO foods, creating minimal waste by working towards 100 percent compostable packaging, and in-setting carbon emissions by means of large-scale reforestation programs in the cooperatives that produce its crops. These principals are entwined with Alter Eco's commitment to the highest quality ingredients and taste in all its products. More information is available at www.alterecofoods.com. Follow Alter Eco via Facebook , Twitter and Pinterest and Instagram.","bulk grains, organic bulk foods, cocoa, confections/desserts, organic processed/packaged foods, packaged grains/cereals, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products",
"Alteya Organics",2868,"http://www.AlteyaOrganics.com","Mt Prospect,  IL, United States",,"flower essences/remedies, anti-aging, baby care, essential oils/fragrances, hair care, lip care, massage products, skin care, soap, spa product lines",
"Alvarado Street Bakery",2033,"http://www.alvaradostreetbakery.com","Petaluma,  CA, United States","Breads, bagels, buns, tortillas and pizza breads made using only the finest organic sprouted whole wheat and non-GMO ingredients. Certified Organic by QAI and Certified Kosher by Star-K.","baked goods/breads, dairy-free products, dietetic foods, food service ready, functional food, kosher/parve products, low carbohydrate foods, organic processed/packaged foods, vegan foods, trans fat free","Alvarado Street Bakery"
"Alya Foods",2432,"http://www.alyafoods.com","North Brunswick,  NJ, United States","We specialize in the importation of high-quality organic Deglet Noor dates from the Mediterranean. We work directly at the source with local farmers to grow the highest quality dates with a beautiful translucent color and honey-caramel taste. Our dates are 100% organic and handpicked by our farmers in Algeria where the environment is rich with sunlight and abundant in clean underground water. We are dedicated to ensuring that our dates meet high standards of quality, safety, and tractability.","bulk dried fruit/vegetables, organic bulk foods, organic produce, packaged dried fruit/vegetables",
"Amafruits","N1801","http://www.amafruits.com","Mokena,  IL, United States","Superfruits from the Amazon - pure unsweetened fruit pulp/purees such as Organic Acai, Acerola, Cupuacu, Graviola (Soursop/Guanabana) and Goiaba (Brazilian Guava). Available in easy to use packs for smoothies, smoothie bowls, juices, desserts, etc. Foodservice offerings also include Pitaya (Dragonfruit) bite size cubes and Organic Acai sorbet tubs.","food service ready, functional beverages, functional food, juices, organic beverages/juices, organic processed/packaged foods, botanical: fruit & vegetable, general food & beverage, refrigerated/frozen produce, refrigerated/frozen snacks/confection/dessert",
"Amara Baby Food","N540","http://www.amarababyfood.com","Puerto Varas, , Chile","We are an organic, dried baby food company that strives to provide nutritious baby food to parents from a company you can trust. AMARA is minimally processed from fresh fruits, vegetables and grains. We are the next generation of natural baby food for parents - light, easy to prepare and organic!","baby food, packaged grains/cereals, children's products","AMARA organic baby food, presented by PataFoods We are an organic, dried baby food company that strives to provide nutritious baby food to parents from a company you can trust."
"Amazing Fruit Products-US",8114,"www.amazingfruitproducts.com","Fort Payne,  AL, United States",,,
"Amazing Grass",1751,"http://www.AmazingGrass.com","Newport Beach,  CA, United States","Our Roots Run Deep...Back to our family farm in Kansas, where for over 3 generations Amazing Grass(r) has organically grown & harvested the most nutrient-dense greens on earth. Today, we thoughtfully craft our greens with the highest quality, plant-based ingredients curated from like-minded farmers from around the world. Amazing Grass(r) products are a delicious way to nourish your body with the whole food nutrition it needs to feel amazing every day(tm) .","snack bars, gluten/wheat/yeast-free products, immune system, organic raw ingredients, children's supplements, food supplements, green food supplements, nutritional supplements, organic energy bars, sports and fitness products","Amazing Grass(r) products are a convenient way to get the whole food nutrition your body needs & simple to enjoy. Packed with organic greens, fruits, vegetables plus nutrient-dense superfoods, our products help maintain overall health & wellness."
"Amazon Caribbean Guyana","N345","http://www.amcar-guyana.com","GEORGETOWN,  00, Guyana",,,
"Amazon Health Products SAC",2031,"http://www.amazonhp.com","Lima,  PERU, Peru","I am Starseed(r)... bringing the power of the Amazon to you! * Starseed(r) Sacha Inchi Oil and Powder, Starseed(r) Shakes ,Snacks, Butter, Sacha Inchi TVP, Oil Powder, Camu Camu, Maca, Quinoa Powder, Chia Oil. In our commitment of preserving the Amazon rainforest, we work directly with small farming communities overseeing that the impact of our operations stay true to our beliefs. By doing so we are also able to offer the purest, most powerful superfoods. Great for your health, better for the planet!","bulk oil, organic bulk foods, functional food, kosher/parve products, packaged nuts/seeds, packaged oils, cosmetics/beauty aids, organic raw ingredients, essential fatty acids","Amazon Health Products SAC(r) Starseed (r)"
"American BioSciences Inc.",4022,"http://www.americanbiosciences.com","Blauvelt,  NY, United States","American BioSciences' goal: help people's lives and health through effective natural formulas that are supported by some of the best research in the natural products industry.","immune system, anti-aging, pet medicine/supplements, digestive health, herbal supplement formulas, joint health, nutritional supplements, anti-aging","ImmPowerD3(r), ImmPower(r), AveULTRA(r), HP8(r), DIGESTSolve(r) 24/7(r), FLEXSolve24/7(r), CHOLESTSolve24/7(r), SUGARSolve 24/7(r), SLEEPSolve 24/7(r), DGP(r), NK-9(r)"
"American Biotech Labs",2518,"http://www.silverbiotics.com","Alpine,  UT, United States","World leading manufacturer specializing in patented 'silver nano particle' products. Specializing in natural immune support supplements for people and pets, surface disinfectants, and skin care products.","first aid, homeopathy, immune system, naturopathy, homeopathic remedies, naturopathic remedies, skin care, topical analgesics, immune support, anti-aging","Silver Biotics - Daily Immune System Support: Available in 4oz. , 8 oz., 16 oz., and 32oz Sizes ASAP365 Silver Gel- Helps Promote Natural Healing of the Skin: Available in 4 oz and 1.5 oz."
